skill,model,accuracy,precision,recall,f1,majority_baseline_acc,positive_rate,pr_auc,roc_auc
docker,catboost,0.9470031545741325,0.3127035830618892,0.4343891402714932,0.36363636363636365,0.9651419558359622,0.03485804416403786,0.3404626078931599,0.9074405882131096
docker,xgboost,0.9353312302839116,0.2847380410022779,0.5656108597285068,0.3787878787878788,0.9651419558359622,0.03485804416403786,0.3335665962783072,0.9001685278181822
docker,lightgbm,0.9509463722397477,0.3575949367088608,0.5113122171945701,0.4208566108007449,0.9651419558359622,0.03485804416403786,0.3276443873374334,0.9047466573590603
1с программирование,catboost,0.9534700315457413,0.31921824104234525,0.532608695652174,0.39918533604887985,0.9709779179810726,0.029022082018927444,0.3350829322369077,0.9208606131875584
1с программирование,xgboost,0.9528391167192429,0.31629392971246006,0.5380434782608695,0.3983903420523139,0.9709779179810726,0.029022082018927444,0.3350130875877359,0.914216335423906
1с программирование,lightgbm,0.9577287066246056,0.34782608695652173,0.5217391304347826,0.41739130434782606,0.9709779179810726,0.029022082018927444,0.3344383634256267,0.9160310195779304
организаторские навыки,catboost,0.9586750788643533,0.21487603305785125,0.13471502590673576,0.16560509554140126,0.9695583596214511,0.030441640378548896,0.1250611508453442,0.7759187471709945
организаторские навыки,xgboost,0.8987381703470032,0.13848631239935588,0.44559585492227977,0.2113022113022113,0.9695583596214511,0.030441640378548896,0.1439311846345302,0.7886487447855687
организаторские навыки,lightgbm,0.9539432176656152,0.21052631578947367,0.18652849740932642,0.1978021978021978,0.9695583596214511,0.030441640378548896,0.1407622393001213,0.78132388603565
деловая переписка,catboost,0.950788643533123,0.1943127962085308,0.22404371584699453,0.20812182741116753,0.9711356466876971,0.02886435331230284,0.1251879224624733,0.7956220251328843
деловая переписка,xgboost,0.9173501577287066,0.1185682326621924,0.2896174863387978,0.16825396825396827,0.9711356466876971,0.02886435331230284,0.1186444237186087,0.8006041371010473
деловая переписка,lightgbm,0.9479495268138801,0.17333333333333334,0.21311475409836064,0.19117647058823528,0.9711356466876971,0.02886435331230284,0.1165932789714176,0.8001124492003858
английский язык,catboost,0.9591482649842271,0.3076923076923077,0.3575418994413408,0.330749354005168,0.9717665615141956,0.028233438485804417,0.2392853119333735,0.7373240758456283
английский язык,xgboost,0.9553627760252366,0.27391304347826084,0.35195530726256985,0.3080684596577017,0.9717665615141956,0.028233438485804417,0.2458410188362206,0.7327571432846188
английский язык,lightgbm,0.9616719242902209,0.3160919540229885,0.30726256983240224,0.311614730878187,0.9717665615141956,0.028233438485804417,0.2311687908954652,0.7329013192554716
javascript,catboost,0.9575709779179811,0.382183908045977,0.7112299465240641,0.497196261682243,0.9705047318611988,0.02949526813880126,0.466975449603096,0.9183512064459664
javascript,xgboost,0.9600946372239748,0.39285714285714285,0.6470588235294118,0.4888888888888889,0.9705047318611988,0.02949526813880126,0.5185325452428412,0.9234949952677316
javascript,lightgbm,0.9580441640378549,0.37846153846153846,0.6577540106951871,0.48046875,0.9705047318611988,0.02949526813880126,0.5071625967685756,0.9159355333818292
1с: предприятие 8,catboost,0.9602523659305994,0.23626373626373626,0.27564102564102566,0.25443786982248523,0.9753943217665615,0.024605678233438486,0.1698084569077257,0.8542070935748167
1с: предприятие 8,xgboost,0.9534700315457413,0.22088353413654618,0.3525641025641026,0.2716049382716049,0.9753943217665615,0.024605678233438486,0.1732873339453929,0.8679366935350118
1с: предприятие 8,lightgbm,0.9537854889589905,0.23137254901960785,0.3782051282051282,0.2871046228710462,0.9753943217665615,0.024605678233438486,0.172720176955,0.8669223927754005
бизнес-анализ,catboost,0.9608832807570978,0.22602739726027396,0.19642857142857142,0.21019108280254778,0.9735015772870662,0.026498422712933754,0.2052188908533886,0.8407723628984971
бизнес-анализ,xgboost,0.9430599369085173,0.19365079365079366,0.3630952380952381,0.2525879917184265,0.9735015772870662,0.026498422712933754,0.2070486761982345,0.8265491428262816
бизнес-анализ,lightgbm,0.955205047318612,0.22115384615384615,0.27380952380952384,0.24468085106382978,0.9735015772870662,0.026498422712933754,0.2026749436733688,0.8356035706570379
управление командой,catboost,0.9618296529968454,0.22580645161290322,0.2229299363057325,0.22435897435897437,0.9752365930599369,0.02476340694006309,0.151785064340521,0.8268572859010375
управление командой,xgboost,0.9529968454258675,0.18099547511312217,0.25477707006369427,0.21164021164021163,0.9752365930599369,0.02476340694006309,0.1349209628812143,0.7896919950017048
управление командой,lightgbm,0.9555205047318612,0.20095693779904306,0.267515923566879,0.22950819672131148,0.9752365930599369,0.02476340694006309,0.1328827409006978,0.8000893141354299
разработка технических заданий,catboost,0.9629337539432177,0.2214765100671141,0.21710526315789475,0.21926910299003322,0.97602523659306,0.023974763406940065,0.1613522986265961,0.7597870879120879
разработка технических заданий,xgboost,0.9667192429022082,0.24347826086956523,0.18421052631578946,0.20973782771535582,0.97602523659306,0.023974763406940065,0.145793417528899,0.770043569047052
разработка технических заданий,lightgbm,0.9523659305993691,0.17105263157894737,0.2565789473684211,0.20526315789473684,0.97602523659306,0.023974763406940065,0.137297656070998,0.7725505434967508
java,catboost,0.978391167192429,0.5290697674418605,0.6190476190476191,0.5705329153605015,0.976813880126183,0.023186119873817034,0.5143264065147645,0.921254631353591
java,xgboost,0.9753943217665615,0.47619047619047616,0.6122448979591837,0.5357142857142857,0.976813880126183,0.023186119873817034,0.5022072876211663,0.9238953130097508
java,lightgbm,0.9815457413249211,0.6171875,0.5374149659863946,0.5745454545454546,0.976813880126183,0.023186119873817034,0.5236713797427819,0.9099872469575592
деловое общение,catboost,0.9564668769716088,0.18274111675126903,0.23841059602649006,0.20689655172413793,0.9761829652996845,0.023817034700315456,0.1426765760049676,0.7990442346440331
деловое общение,xgboost,0.9698738170347003,0.2727272727272727,0.15894039735099338,0.200836820083682,0.9761829652996845,0.023817034700315456,0.1366333768346177,0.7931450693871523
деловое общение,lightgbm,0.9665615141955836,0.25203252032520324,0.2052980132450331,0.22627737226277372,0.9761829652996845,0.023817034700315456,0.1372500202624128,0.7896315723581359
